,ADDRESSES,ADDRESS,POBOX,SUITE,ATTN,BEST FIT
3379,4140 EAST 14TH STREET PO BOX 3360,4140 EAST 14TH STREET,PO BOX 3360,,,"[[0, 4, 4, ['ADDRESS'], '4140 east 14th street'], [4, 7, 3, ['POBOX'], 'po box 3360']]"
3380,4143 26TH AVENUE SOUTH SUITE 104,4143 26TH AVENUE SOUTH,,SUITE 104,,"[[0, 4, 4, ['ADDRESS'], '4143 26th avenue south'], [4, 6, 2, ['SUITE'], 'suite 104']]"
3381,415 10TH STREET PO BOX 1205,415 10TH STREET,PO BOX 1205,,,"[[0, 3, 3, ['ADDRESS'], '415 10th street'], [3, 6, 3, ['POBOX'], 'po box 1205']]"
3382,415 6TH STREET PO BOX 956,415 6TH STREET,PO BOX 956,,,"[[0, 3, 3, ['ADDRESS'], '415 6th street'], [3, 6, 3, ['POBOX'], 'po box 956']]"
3383,415 EAST NORTH WATER STREET SUITE 2706,,,SUITE 2706,,"[[2, 3, 1, ['_DIR_'], 'north'], [5, 7, 2, ['SUITE'], 'suite 2706']]"
3384,415 HIGH ST P O BOX 603,415 HIGH ST,P O BOX 603,,,"[[0, 3, 3, ['ADDRESS'], '415 high st'], [3, 7, 4, ['POBOX'], 'p o box 603']]"
3385,415 HORIZON DRIVE BUILDING 200 STE 200,415 HORIZON DRIVE BUILDING,,STE 200,,"[[0, 4, 4, ['ADDRESS'], '415 horizon drive building'], [5, 7, 2, ['SUITE'], 'ste 200']]"
3386,415 NORTH 5TH PO BOX 789,415 NORTH 5TH,PO BOX 789,,,"[[0, 3, 3, ['ADDRESS'], '415 north 5th'], [3, 6, 3, ['POBOX'], 'po box 789']]"
3387,4150 BELDEN VILLAGE S NW SUITE 602,4150 BELDEN VILLAGE S,,SUITE 602,,"[[0, 4, 4, ['ADDRESS'], '4150 belden village s'], [4, 5, 1, ['_DIR_'], 'nw'], [5, 7, 2, ['SUITE'], 'suite 602']]"
3388,4150 LAFAYETTE CENTER DRIVE #600,4150 LAFAYETTE CENTER DRIVE,,#600,,"[[0, 4, 4, ['ADDRESS'], '4150 lafayette center drive'], [4, 5, 1, ['SUITE'], '#600']]"
3389,4150 LAFAYETTE CENTER DRIVE #700,4150 LAFAYETTE CENTER DRIVE,,#700,,"[[0, 4, 4, ['ADDRESS'], '4150 lafayette center drive'], [4, 5, 1, ['SUITE'], '#700']]"
3390,4151 THE PLACE ST,,,4151,,"[[0, 1, 1, ['SUITE'], '4151']]"
3391,4157 MAIN STREET PO BOX 168,4157 MAIN STREET,PO BOX 168,,,"[[0, 3, 3, ['ADDRESS'], '4157 main street'], [3, 6, 3, ['POBOX'], 'po box 168']]"
3392,416 MAIN ST PO BOX 9,416 MAIN ST,PO BOX 9,,,"[[0, 3, 3, ['ADDRESS'], '416 main st'], [3, 6, 3, ['POBOX'], 'po box 9']]"
3393,4165 E THOUSAND OAKS BLVD #350,4165 E THOUSAND OAKS BLVD,,#350,,"[[0, 5, 5, ['ADDRESS'], '4165 e thousand oaks blvd'], [5, 6, 1, ['SUITE'], '#350']]"
3394,417 W NORTH STREET PO BOX 210,,PO BOX 210,417 W,,"[[0, 2, 2, ['SUITE'], '417 w'], [2, 3, 1, ['_DIR_'], 'north'], [4, 7, 3, ['POBOX'], 'po box 210']]"
3395,418 E BROADWAY #7,418 E BROADWAY,,#7,,"[[0, 3, 3, ['ADDRESS'], '418 e broadway'], [3, 4, 1, ['SUITE'], '#7']]"
3396,418 NE 72ND ST / PO BOX 75128,418 NE 72ND ST,PO BOX 75128,,,"[[0, 4, 4, ['ADDRESS'], '418 ne 72nd st'], [5, 8, 3, ['POBOX'], 'po box 75128']]"
3397,4180 LA JOLLA VILLAGE DRIVE SUITE 125,4180 LA JOLLA VILLAGE,,SUITE 125,,"[[0, 4, 4, ['ADDRESS'], '4180 la jolla village'], [5, 7, 2, ['SUITE'], 'suite 125']]"
3398,4180 LA JOLLA VILLAGE DRIVE SUITE 450,4180 LA JOLLA VILLAGE,,SUITE 450,,"[[0, 4, 4, ['ADDRESS'], '4180 la jolla village'], [5, 7, 2, ['SUITE'], 'suite 450']]"
3399,419 OCCIDENTAL AVE S #504,419 OCCIDENTAL AVE S,,#504,,"[[0, 4, 4, ['ADDRESS'], '419 occidental ave s'], [4, 5, 1, ['SUITE'], '#504']]"
3400,4190 JEFFCO BOULEVARD PO BOX 527,4190 JEFFCO BOULEVARD,PO BOX 527,,,"[[0, 3, 3, ['ADDRESS'], '4190 jeffco boulevard'], [3, 6, 3, ['POBOX'], 'po box 527']]"
3401,4190 W PINECREST DR P O BOX 458 MARSHALL TX 75671,4190 W PINECREST DR,P O BOX 458,75671,,"[[0, 4, 4, ['ADDRESS'], '4190 w pinecrest dr'], [4, 8, 4, ['POBOX'], 'p o box 458'], [10, 11, 1, ['SUITE'], '75671']]"
3402,41908 ROUTE 6 PO BOX 7,41908 ROUTE 6,PO BOX 7,,,"[[0, 3, 3, ['ADDRESS'], '41908 route 6'], [3, 6, 3, ['POBOX'], 'po box 7']]"
3403,42 CONVALESCENT CTR BLVD PO BOX 528,42 CONVALESCENT CTR BLVD,PO BOX 528,,,"[[0, 4, 4, ['ADDRESS'], '42 convalescent ctr blvd'], [4, 7, 3, ['POBOX'], 'po box 528']]"
3404,42 WEST LANCASTER AVENUE THIRD FLOOR,42 WEST LANCASTER AVENUE,,,,"[[0, 4, 4, ['ADDRESS'], '42 west lancaster avenue']]"
3405,420 20TH STREET NORTH SUITE 2525,420 20TH STREET NORTH,,SUITE 2525,,"[[0, 4, 4, ['ADDRESS'], '420 20th street north'], [4, 6, 2, ['SUITE'], 'suite 2525']]"
3406,420 FORT DUQUESNE BLVD #1200,420 FORT DUQUESNE BLVD,,#1200,,"[[0, 4, 4, ['ADDRESS'], '420 fort duquesne blvd'], [4, 5, 1, ['SUITE'], '#1200']]"
3407,420 FORT DUQUESNE BLVD 1500 ONE GATEWAY CENTER,1500 ONE GATEWAY CENTER,,420,,"[[0, 1, 1, ['SUITE'], '420'], [4, 8, 4, ['ADDRESS'], '1500 one gateway center']]"
3408,420 GRAND AVE #101,420 GRAND AVE,,#101,,"[[0, 3, 3, ['ADDRESS'], '420 grand ave'], [3, 4, 1, ['SUITE'], '#101']]"
3409,420 L STREET SUITE 310,420 L STREET,,SUITE 310,,"[[0, 3, 3, ['ADDRESS'], '420 l street'], [3, 5, 2, ['SUITE'], 'suite 310']]"
3410,420 N5TH STREET SUITE 500,,,SUITE 500,,"[[3, 5, 2, ['SUITE'], 'suite 500']]"
3411,420 SOUTH DIXIE HIGHWAY THRID FLOOR,420 SOUTH DIXIE HIGHWAY,,,,"[[0, 4, 4, ['ADDRESS'], '420 south dixie highway']]"
3412,420 THE PARKWAY STE B,,,STE B,,"[[3, 5, 2, ['SUITE'], 'ste b']]"
3413,420 THIRD AVENUE P O BOX 240,420 THIRD AVENUE,P O BOX 240,,,"[[0, 3, 3, ['ADDRESS'], '420 third avenue'], [3, 7, 4, ['POBOX'], 'p o box 240']]"
3414,4200 STATE ROUTE #306,4200 STATE ROUTE,,#306,,"[[0, 3, 3, ['ADDRESS'], '4200 state route'], [3, 4, 1, ['SUITE'], '#306']]"
3415,4201 BEE CAVE RD STE C-101,4201 BEE CAVE RD,,,,"[[0, 4, 4, ['ADDRESS'], '4201 bee cave rd']]"
3416,4201 CONNECTICUT AVENUE NW SUI,4201 CONNECTICUT AVENUE NW,,,,"[[0, 4, 4, ['ADDRESS'], '4201 connecticut avenue nw']]"
3417,4201 ST ANTOINE STREET 6D WAYNE STATE DEPARTMENT OF PEDI,,,6D,,"[[4, 5, 1, ['SUITE'], '6d']]"
3418,4201 W PARMER LANE SUITE A-100,4201 W PARMER LANE,,,,"[[0, 4, 4, ['ADDRESS'], '4201 w parmer lane']]"
3419,4201 WESTBANK #D,4201 WESTBANK,,,,"[[0, 2, 2, ['ADDRESS'], '4201 westbank']]"
3420,4206 NORTH EAST GLISAN,,,4206 NORTH,,"[[0, 2, 2, ['SUITE'], '4206 north'], [2, 3, 1, ['_DIR_'], 'east']]"
3421,4209 BALLOON PARK ROAD NE SUITE A,4209 BALLOON PARK ROAD NE,,SUITE A,,"[[0, 5, 5, ['ADDRESS'], '4209 balloon park road ne'], [5, 7, 2, ['SUITE'], 'suite a']]"
3422,421 4TH AVENUE SOUTHEAST,421 4TH AVENUE,,,,"[[0, 3, 3, ['ADDRESS'], '421 4th avenue']]"
3423,421 PARK HILL DRIVE,421 PARK HILL DRIVE,,,,"[[0, 4, 4, ['ADDRESS'], '421 park hill drive']]"
3424,421 S MAIN ST PO BOX 100,421 S MAIN ST,PO BOX 100,,,"[[0, 4, 4, ['ADDRESS'], '421 s main st'], [4, 7, 3, ['POBOX'], 'po box 100']]"
3425,4215-D STUART ANDREW BLVD,XX,XX,XX,XX,[]
3426,422 RT 22 WEST #7,422 RT 22,,#7,,"[[0, 3, 3, ['ADDRESS'], '422 rt 22'], [3, 4, 1, ['_DIR_'], 'west'], [4, 5, 1, ['SUITE'], '#7']]"
3427,423 E PIKE STREET,423 E PIKE STREET,,,,"[[0, 4, 4, ['ADDRESS'], '423 e pike street']]"
3428,423 MAIN ST S PO BOX 266,423 MAIN ST S,PO BOX 266,,,"[[0, 4, 4, ['ADDRESS'], '423 main st s'], [4, 7, 3, ['POBOX'], 'po box 266']]"
3429,423 W 14TH ST STE 429-2F,423 W 14TH ST,,,,"[[0, 4, 4, ['ADDRESS'], '423 w 14th st']]"
3430,424 CHURCH ST STE 2200 FIFTH THIRD CENTER,2200 FIFTH THIRD CENTER,,424,,"[[0, 1, 1, ['SUITE'], '424'], [4, 8, 4, ['ADDRESS'], '2200 fifth third center']]"
3431,424 EAST U S 22,,,424 EAST,,"[[0, 2, 2, ['SUITE'], '424 east'], [3, 4, 1, ['_DIR_', 'SUITE'], 's']]"
3432,425 19TH STREET-ENSLEY,,,425,,"[[0, 1, 1, ['SUITE'], '425']]"
3433,425 2ND STREET SE SUITE 600,425 2ND STREET SE,,SUITE 600,,"[[0, 4, 4, ['ADDRESS'], '425 2nd street se'], [4, 6, 2, ['SUITE'], 'suite 600']]"
3434,425 3RD STREET SW SUITE 1150,425 3RD STREET SW,,SUITE 1150,,"[[0, 4, 4, ['ADDRESS'], '425 3rd street sw'], [4, 6, 2, ['SUITE'], 'suite 1150']]"
3435,425 FAIRFIELD AVE #421,425 FAIRFIELD AVE,,#421,,"[[0, 3, 3, ['ADDRESS'], '425 fairfield ave'], [3, 4, 1, ['SUITE'], '#421']]"
3436,425 G STREET,425 G STREET,,,,"[[0, 3, 3, ['ADDRESS'], '425 g street']]"
3437,425 HUEHL ROAD BLDG #1,425 HUEHL ROAD,,#1,,"[[0, 3, 3, ['ADDRESS'], '425 huehl road'], [4, 5, 1, ['SUITE'], '#1']]"
3438,425 HUEHL ROAD BUILDING 7 C/O LLG,425 HUEHL ROAD BUILDING,,7,C/O LLG,"[[0, 4, 4, ['ADDRESS'], '425 huehl road building'], [4, 5, 1, ['SUITE'], '7'], [5, 7, 2, ['ATTN'], 'c/o llg']]"
3439,425 NILES CORTLAND RD SE P O BOX 8809,425 NILES CORTLAND RD SE,P O BOX 8809,,,"[[0, 5, 5, ['ADDRESS'], '425 niles cortland rd se'], [5, 9, 4, ['POBOX'], 'p o box 8809']]"
3440,425 US RT 30 SUITE 300,425 US RT,,SUITE 300,,"[[0, 3, 3, ['ADDRESS'], '425 us rt'], [4, 6, 2, ['SUITE'], 'suite 300']]"
3441,425 WEST CAPITOL AVENUE SUITE #3300,425 WEST CAPITOL AVENUE,,#3300,,"[[0, 4, 4, ['ADDRESS'], '425 west capitol avenue'], [5, 6, 1, ['SUITE'], '#3300']]"
3442,4250 H STREET SUITE 4,4250 H STREET,,SUITE 4,,"[[0, 3, 3, ['ADDRESS'], '4250 h street'], [3, 5, 2, ['SUITE'], 'suite 4']]"
3443,4250 N DRINKWATER BOULEVARD #,4250 N DRINKWATER BOULEVARD,,,,"[[0, 4, 4, ['ADDRESS'], '4250 n drinkwater boulevard']]"
3444,4251 W JOHN CARPENTER FRWY SUITE 100,4251 W JOHN CARPENTER,,SUITE 100,,"[[0, 4, 4, ['ADDRESS'], '4251 w john carpenter'], [5, 7, 2, ['SUITE'], 'suite 100']]"
3445,426 17TH STREET SUITE #100,426 17TH STREET,,#100,,"[[0, 3, 3, ['ADDRESS'], '426 17th street'], [4, 5, 1, ['SUITE'], '#100']]"
3446,426 CROGHAN STREET P O BOX 250,426 CROGHAN STREET,P O BOX 250,,,"[[0, 3, 3, ['ADDRESS'], '426 croghan street'], [3, 7, 4, ['POBOX'], 'p o box 250']]"
3447,4264 WINTERS CHAPEL ROAD BUILDING C-100,4264 WINTERS CHAPEL ROAD,,,,"[[0, 4, 4, ['ADDRESS'], '4264 winters chapel road']]"
3448,4266 COTTAGE HILL RD PO BOX 9339,4266 COTTAGE HILL RD,PO BOX 9339,,,"[[0, 4, 4, ['ADDRESS'], '4266 cottage hill rd'], [4, 7, 3, ['POBOX'], 'po box 9339']]"
3449,427 C STREET SUITE 406,427 C STREET,,SUITE 406,,"[[0, 3, 3, ['ADDRESS'], '427 c street'], [3, 5, 2, ['SUITE'], 'suite 406']]"
3450,4270 AUSTIN BLVD PO BOX 9003,4270 AUSTIN BLVD,PO BOX 9003,,,"[[0, 3, 3, ['ADDRESS'], '4270 austin blvd'], [3, 6, 3, ['POBOX'], 'po box 9003']]"
3451,428 BLVD OF THE ALLIES,,,428,,"[[0, 1, 1, ['SUITE'], '428']]"
3452,429 NORTH MAIN STREET #101,429 NORTH MAIN STREET,,#101,,"[[0, 4, 4, ['ADDRESS'], '429 north main street'], [4, 5, 1, ['SUITE'], '#101']]"
3453,429 O STREET NW,429 O STREET NW,,,,"[[0, 4, 4, ['ADDRESS'], '429 o street nw']]"
3454,4290 OLD WILLIAM PENN HIGHWAY,4290 OLD WILLIAM,,,,"[[0, 3, 3, ['ADDRESS'], '4290 old william']]"
3455,43 E MAIN ST PO BOX 37,43 E MAIN ST,PO BOX 37,,,"[[0, 4, 4, ['ADDRESS'], '43 e main st'], [4, 7, 3, ['POBOX'], 'po box 37']]"
3456,43 KRUPP DRIVE PO BOX 525,43 KRUPP DRIVE,PO BOX 525,,,"[[0, 3, 3, ['ADDRESS'], '43 krupp drive'], [3, 6, 3, ['POBOX'], 'po box 525']]"
3457,43 PARMENTER ROAD PO BOX 443,43 PARMENTER ROAD,PO BOX 443,,,"[[0, 3, 3, ['ADDRESS'], '43 parmenter road'], [3, 6, 3, ['POBOX'], 'po box 443']]"
3458,43 THORNDIKE STREET SG-1,43 THORNDIKE STREET,,,,"[[0, 3, 3, ['ADDRESS'], '43 thorndike street']]"
3459,430 DARRYL DRIVE ATTN: CHAO CHUAN CHEN,430 DARRYL DRIVE,,,ATTN: CHAO CHUAN,"[[0, 3, 3, ['ADDRESS'], '430 darryl drive'], [3, 6, 3, ['ATTN'], 'attn: chao chuan']]"
3460,4300 B STREET SUITE #308,4300 B STREET,,#308,,"[[0, 3, 3, ['ADDRESS'], '4300 b street'], [4, 5, 1, ['SUITE'], '#308']]"
3461,4300 MONTGOMERY AVE #203,4300 MONTGOMERY AVE,,#203,,"[[0, 3, 3, ['ADDRESS'], '4300 montgomery ave'], [3, 4, 1, ['SUITE'], '#203']]"
3462,4300 SW 74 AVENUE,4300 SW 74 AVENUE,,,,"[[0, 4, 4, ['ADDRESS'], '4300 sw 74 avenue']]"
3463,4300 WILSON BLVD 7TH FLR,4300 WILSON BLVD,,FLR,,"[[0, 3, 3, ['ADDRESS'], '4300 wilson blvd'], [4, 5, 1, ['SUITE'], 'flr']]"
3464,4301 N DELAWARE AVENUE BUILDING A,4301 N DELAWARE AVENUE,,A,,"[[0, 4, 4, ['ADDRESS'], '4301 n delaware avenue'], [5, 6, 1, ['SUITE'], 'a']]"
3465,4301 W WILLIAM CANNON DR SUITE B-150 #293,4301 W WILLIAM CANNON DR,,#293,,"[[0, 5, 5, ['ADDRESS'], '4301 w william cannon dr'], [7, 8, 1, ['SUITE'], '#293']]"
3466,4301-B NORTH IH 35,,,35,,"[[1, 2, 1, ['_DIR_'], 'north'], [3, 4, 1, ['SUITE'], '35']]"
3467,43023 PARK CREEK DRIVE,43023 PARK CREEK DRIVE,,,,"[[0, 4, 4, ['ADDRESS'], '43023 park creek drive']]"
3468,431 S JEFFERSON #250,431 S JEFFERSON,,#250,,"[[0, 3, 3, ['ADDRESS'], '431 s jefferson'], [3, 4, 1, ['SUITE'], '#250']]"
3469,4316 NORTH 10TH STREET SUITE,4316 NORTH 10TH STREET,,,,"[[0, 4, 4, ['ADDRESS'], '4316 north 10th street']]"
3470,432 PARK AVE SOUTH 12TH FLOOR,432 PARK AVE SOUTH,,12TH FLOOR,,"[[0, 4, 4, ['ADDRESS'], '432 park ave south'], [4, 6, 2, ['SUITE'], '12th floor']]"
3471,432 PARK AVENUE S FL 14,432 PARK AVENUE,,FL 14,,"[[0, 3, 3, ['ADDRESS'], '432 park avenue'], [3, 4, 1, ['_DIR_', 'SUITE'], 's'], [4, 6, 2, ['SUITE'], 'fl 14']]"
3472,432 SECURITY BLDV #101,432 SECURITY BLDV,,#101,,"[[0, 3, 3, ['ADDRESS'], '432 security bldv'], [3, 4, 1, ['SUITE'], '#101']]"
3473,4320 WORNALL RD BUILDING II SUITE 50,4320 WORNALL RD,,SUITE 50,,"[[0, 3, 3, ['ADDRESS'], '4320 wornall rd'], [5, 7, 2, ['SUITE'], 'suite 50']]"
3474,4321 N BROADWAY #9,4321 N BROADWAY,,#9,,"[[0, 3, 3, ['ADDRESS'], '4321 n broadway'], [3, 4, 1, ['SUITE'], '#9']]"
3475,4324 4TH AVE W PO BOX 2036,4324 4TH AVE W,PO BOX 2036,,,"[[0, 4, 4, ['ADDRESS'], '4324 4th ave w'], [4, 7, 3, ['POBOX'], 'po box 2036']]"
3476,4325 LAKE BOONE TRAIL #200,4325 LAKE BOONE TRAIL,,#200,,"[[0, 4, 4, ['ADDRESS'], '4325 lake boone trail'], [4, 5, 1, ['SUITE'], '#200']]"
3477,4327 GOLDEN CENTER DR SUITE,4327 GOLDEN CENTER DR,,,,"[[0, 4, 4, ['ADDRESS'], '4327 golden center dr']]"
3478,4330 E WEST HIGHWAY SUITE 1150,,,SUITE 1150,,"[[2, 3, 1, ['_DIR_'], 'west'], [4, 6, 2, ['SUITE'], 'suite 1150']]"
3479,4330 LA JOLLA VILLAGE DRIVE #2,4330 LA JOLLA VILLAGE,,#2,,"[[0, 4, 4, ['ADDRESS'], '4330 la jolla village'], [5, 6, 1, ['SUITE'], '#2']]"
3480,4330 LA JOLLA VILLAGE DRIVE SUITE 200,4330 LA JOLLA VILLAGE,,SUITE 200,,"[[0, 4, 4, ['ADDRESS'], '4330 la jolla village'], [5, 7, 2, ['SUITE'], 'suite 200']]"
3481,43320 BUSINESS PARK DRIVE STE B -101,43320 BUSINESS PARK DRIVE,,STE B,,"[[0, 4, 4, ['ADDRESS'], '43320 business park drive'], [4, 6, 2, ['SUITE'], 'ste b']]"
3482,4333 HARBOUR PT BLVD SW STE A,4333 HARBOUR PT BLVD,,STE A,,"[[0, 4, 4, ['ADDRESS'], '4333 harbour pt blvd'], [4, 5, 1, ['_DIR_'], 'sw'], [5, 7, 2, ['SUITE'], 'ste a']]"
3483,4334 GLENDALE-MILFORD RD,,,4334,,"[[0, 1, 1, ['SUITE'], '4334']]"
3484,4339 N PLACITA DE SANDRA,4339 N PLACITA,,,,"[[0, 3, 3, ['ADDRESS'], '4339 n placita']]"
3485,4341 GAUTIER - VAN CLEAVE ROAD SUITE 9,4341 GAUTIER,,SUITE 9,,"[[0, 2, 2, ['ADDRESS'], '4341 gautier'], [6, 8, 2, ['SUITE'], 'suite 9']]"
3486,435 DEVON PARK DRIVE #200,435 DEVON PARK DRIVE,,#200,,"[[0, 4, 4, ['ADDRESS'], '435 devon park drive'], [4, 5, 1, ['SUITE'], '#200']]"
3487,4350 EAST WEST HIGHWAY #400,,,4350 EAST,,"[[0, 2, 2, ['SUITE'], '4350 east'], [2, 3, 1, ['_DIR_'], 'west']]"
3488,4350 EAST-WEST HIGHWAY SUITE 1050,,,SUITE 1050,,"[[3, 5, 2, ['SUITE'], 'suite 1050']]"
3489,4350 TOWNE CENTRE DR #2200,4350 TOWNE CENTRE DR,,#2200,,"[[0, 4, 4, ['ADDRESS'], '4350 towne centre dr'], [4, 5, 1, ['SUITE'], '#2200']]"
3490,4355 SHACKLEFORD RD #100,4355 SHACKLEFORD RD,,#100,,"[[0, 3, 3, ['ADDRESS'], '4355 shackleford rd'], [3, 4, 1, ['SUITE'], '#100']]"
3491,436 14TH STREET #920,436 14TH STREET,,#920,,"[[0, 3, 3, ['ADDRESS'], '436 14th street'], [3, 4, 1, ['SUITE'], '#920']]"
3492,436 EAST BEAU STREET PO BOX 493,436 EAST BEAU STREET,PO BOX 493,,,"[[0, 4, 4, ['ADDRESS'], '436 east beau street'], [4, 7, 3, ['POBOX'], 'po box 493']]"
3493,4366- A SHACKLEFORD RD,,,A,,"[[1, 2, 1, ['SUITE'], 'a']]"
3494,43670 TRADE CENTER PLACE SUITE,43670 TRADE CENTER PLACE,,,,"[[0, 4, 4, ['ADDRESS'], '43670 trade center place']]"
3495,43720 TRADE CENTER PLACE SUITE #160,43720 TRADE CENTER PLACE,,#160,,"[[0, 4, 4, ['ADDRESS'], '43720 trade center place'], [5, 6, 1, ['SUITE'], '#160']]"
3496,43980 MAHLON VAIL CIR #303,43980 MAHLON VAIL CIR,,#303,,"[[0, 4, 4, ['ADDRESS'], '43980 mahlon vail cir'], [4, 5, 1, ['SUITE'], '#303']]"
3497,44 2ND STREET PIKE SUITE 101,44 2ND STREET,,SUITE 101,,"[[0, 3, 3, ['ADDRESS'], '44 2nd street'], [4, 6, 2, ['SUITE'], 'suite 101']]"
3498,44 DONAVAN PARK PO BOX 192,44 DONAVAN PARK,PO BOX 192,,,"[[0, 3, 3, ['ADDRESS'], '44 donavan park'], [3, 6, 3, ['POBOX'], 'po box 192']]"
3499,44 OLD RIDGEBURY ROAD PLAZA ONE,44 OLD RIDGEBURY ROAD,,,,"[[0, 4, 4, ['ADDRESS'], '44 old ridgebury road']]"
3500,440 1ST STREET NW SUITE 700,440 1ST STREET NW,,SUITE 700,,"[[0, 4, 4, ['ADDRESS'], '440 1st street nw'], [4, 6, 2, ['SUITE'], 'suite 700']]"
3501,440 PARK AVE SOUTH 11TH FLOOR,440 PARK AVE SOUTH,,11TH FLOOR,,"[[0, 4, 4, ['ADDRESS'], '440 park ave south'], [4, 6, 2, ['SUITE'], '11th floor']]"
3502,440 PARK AVENUE SOUTH 14TH FLO,440 PARK AVENUE,,FLO,,"[[0, 3, 3, ['ADDRESS'], '440 park avenue'], [3, 4, 1, ['_DIR_'], 'south'], [5, 6, 1, ['SUITE'], 'flo']]"
3503,440 S DIXIE HWY SUITE #200,440 S DIXIE HWY,,#200,,"[[0, 4, 4, ['ADDRESS'], '440 s dixie hwy'], [5, 6, 1, ['SUITE'], '#200']]"
3504,4400 BUFFALO GAP ROAD #1100,4400 BUFFALO GAP ROAD,,#1100,,"[[0, 4, 4, ['ADDRESS'], '4400 buffalo gap road'], [4, 5, 1, ['SUITE'], '#1100']]"
3505,4400 COLDWATER CANYON #100,4400 COLDWATER CANYON,,#100,,"[[0, 3, 3, ['ADDRESS'], '4400 coldwater canyon'], [3, 4, 1, ['SUITE'], '#100']]"
3506,4400 E BROADWAY BLVD #112,4400 E BROADWAY BLVD,,#112,,"[[0, 4, 4, ['ADDRESS'], '4400 e broadway blvd'], [4, 5, 1, ['SUITE'], '#112']]"
3507,4400 EAST PACIFIC COAST HIGHWA,4400 EAST PACIFIC COAST,,,,"[[0, 4, 4, ['ADDRESS'], '4400 east pacific coast']]"
3508,4400 SHAWNEE MISSION PARKWAY #209,4400 SHAWNEE MISSION PARKWAY,,#209,,"[[0, 4, 4, ['ADDRESS'], '4400 shawnee mission parkway'], [4, 5, 1, ['SUITE'], '#209']]"
3509,4400 TEJASCO DRIVE RITTIMAN WEST BLDG 5 #120,4400 TEJASCO DRIVE RITTIMAN,,BLDG 5,,"[[0, 4, 4, ['ADDRESS'], '4400 tejasco drive rittiman'], [4, 5, 1, ['_DIR_'], 'west'], [5, 7, 2, ['SUITE'], 'bldg 5']]"
3510,4400 W 95TH STREET #311,4400 W 95TH STREET,,#311,,"[[0, 4, 4, ['ADDRESS'], '4400 w 95th street'], [4, 5, 1, ['SUITE'], '#311']]"
3511,4401 FORD AVE SIXTH FLOOR,4401 FORD AVE,,,,"[[0, 3, 3, ['ADDRESS'], '4401 ford ave']]"
3512,4401 S QUEBEC ST #100,4401 S QUEBEC ST,,#100,,"[[0, 4, 4, ['ADDRESS'], '4401 s quebec st'], [4, 5, 1, ['SUITE'], '#100']]"
3513,4403 DAYTON-XENIA ROAD,,,4403,,"[[0, 1, 1, ['SUITE'], '4403']]"
3514,4405 EAST-WEST HIGHWAY SUITE 402,,,SUITE 402,,"[[3, 5, 2, ['SUITE'], 'suite 402']]"
3515,4407 WEST ST JOSEPH,4407 WEST ST,,,,"[[0, 3, 3, ['ADDRESS'], '4407 west st']]"
3516,441 VINE STREET 3311 CAREW TOWER,441 VINE STREET 3311,,,,"[[0, 4, 4, ['ADDRESS'], '441 vine street 3311']]"
3517,441 VINE STREET CAREW TOWER SUITE 4200,441 VINE STREET CAREW,,SUITE 4200,,"[[0, 4, 4, ['ADDRESS'], '441 vine street carew'], [5, 7, 2, ['SUITE'], 'suite 4200']]"
3518,441 WEST END AVE #2G,441 WEST END AVE,,,,"[[0, 4, 4, ['ADDRESS'], '441 west end ave']]"
3519,4411 SOUTH IH-35 SUITE 100,,,SUITE 100,,"[[1, 2, 1, ['_DIR_'], 'south'], [3, 5, 2, ['SUITE'], 'suite 100']]"
3520,4416 EAST WEST HIGHWAY SUITE 410,,,SUITE 410,,"[[2, 3, 1, ['_DIR_'], 'west'], [4, 6, 2, ['SUITE'], 'suite 410']]"
3521,4419 EAST WEST HIGHWAY,,,4419 EAST,,"[[0, 2, 2, ['SUITE'], '4419 east'], [2, 3, 1, ['_DIR_'], 'west']]"
3522,442 S HICKORY ST PO BOX 1047,442 S HICKORY ST,PO BOX 1047,,,"[[0, 4, 4, ['ADDRESS'], '442 s hickory st'], [4, 7, 3, ['POBOX'], 'po box 1047']]"
3523,4422 BORNX BLVD FMT 1,4422 BORNX BLVD,,1,,"[[0, 3, 3, ['ADDRESS'], '4422 bornx blvd'], [4, 5, 1, ['SUITE'], '1']]"
3524,4424 NW 13TH STREET A-5,4424 NW 13TH STREET,,,,"[[0, 4, 4, ['ADDRESS'], '4424 nw 13th street']]"
3525,4431 A STREET,4431 A STREET,,,,"[[0, 3, 3, ['ADDRESS'], '4431 a street']]"
3526,444 CASTRO STREET; SUITE 303,444 CASTRO STREET,,SUITE 303,,"[[0, 3, 3, ['ADDRESS'], '444 castro street'], [3, 5, 2, ['SUITE'], 'suite 303']]"
3527,444 N CAPITAL ST NW #388,444 N CAPITAL ST NW,,#388,,"[[0, 5, 5, ['ADDRESS'], '444 n capital st nw'], [5, 6, 1, ['SUITE'], '#388']]"
3528,444 NORTH CAPITAL STREET NW SUITE 601,444 NORTH CAPITAL STREET,,SUITE 601,,"[[0, 4, 4, ['ADDRESS'], '444 north capital street'], [4, 5, 1, ['_DIR_'], 'nw'], [5, 7, 2, ['SUITE'], 'suite 601']]"
3529,444 NORTH CAPITOL STREET NW SUITE 638,444 NORTH CAPITOL STREET,,SUITE 638,,"[[0, 4, 4, ['ADDRESS'], '444 north capitol street'], [4, 5, 1, ['_DIR_'], 'nw'], [5, 7, 2, ['SUITE'], 'suite 638']]"
